id,name,country,city,rank_world,intake_seasons,ielts_min,pte_min,toefl_min,gpa_requirement,tuition_fees,tuition_min_usd,tuition_max_usd,application_fee,documents_required,deadlines,official_website,admissions_page,notes,status
,Morton College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://morton.edu,https://morton.edu,,approx
,Sauk Valley Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://svcc.edu,https://svcc.edu,,approx
,Ivy Tech Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ivytech.edu,https://ivytech.edu,,approx
,Kirkwood Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kirkwood.edu,https://kirkwood.edu,,approx
,Allen County Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://allencc.edu,https://allencc.edu,,approx
,Flint Hills Technical College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://fhtc.edu,https://fhtc.edu,,approx
,Labette Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://labette.edu,https://labette.edu,,approx
,Ashland Community and Technical College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ashland.kctcs.edu,https://ashland.kctcs.edu,,approx
,Hopkinsville Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://hopkinsville.kctcs.edu,https://hopkinsville.kctcs.edu,,approx
,West Kentucky Community and Technical College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://westkentucky.kctcs.edu,https://westkentucky.kctcs.edu,,approx
,River Parishes Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://rpcc.edu,https://rpcc.edu,,approx
,Northern Maine Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nmcc.edu,https://nmcc.edu,,approx
,College of Southern Maryland,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://csmd.edu,https://csmd.edu,,approx
,Greenfield Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://gcc.mass.edu,https://gcc.mass.edu,,approx
,Quincy College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://quincycollege.edu,https://quincycollege.edu,,approx
,Delta College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://delta.edu,https://delta.edu,,approx
,Keweenaw Bay Ojibwa Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kbocc.org,https://kbocc.org,,approx
,Muskegon Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://muskegoncc.edu,https://muskegoncc.edu,,approx
,Wayne County Community College District,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://wcccd.edu,https://wcccd.edu,,approx
,Fond du Lac Tribal and Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://fdltcc.edu,https://fdltcc.edu,,approx
,Minnesota State College-Southeast Technical,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://southeastmn.edu,https://southeastmn.edu,,approx
,Rainy River Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://rrcc.mnscu.edu,https://rrcc.mnscu.edu,,approx
,White Earth Tribal and Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://wetcc.edu,https://wetcc.edu,,approx
,Itawamba Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://iccms.edu,https://iccms.edu,,approx
,Southwest Mississippi Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://smcc.edu,https://smcc.edu,,approx
,Moberly Area Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://macc.edu,https://macc.edu,,approx
,Aaniiih Nakoda College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ancollege.edu,https://ancollege.edu,,approx
,Little Big Horn College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://lbhc.edu,https://lbhc.edu,,approx
,Northeast Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://northeast.edu,https://northeast.edu,,approx
,NHTI-Concord's Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nhti.edu,https://nhti.edu,,approx
,County College of Morris,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ccm.edu,https://ccm.edu,,approx
,Raritan Valley Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://raritanval.edu,https://raritanval.edu,,approx
,Luna Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://luna.edu,https://luna.edu,,approx
,Santa Fe Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sfcc.edu,https://sfcc.edu,,approx
,CUNY Borough of Manhattan Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://bmcc.cuny.edu,https://bmcc.cuny.edu,,approx
,CUNY City Tech,USA,NY,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://citytech.cuny.edu,https://citytech.cuny.edu,,approx
,Fulton-Montgomery Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://fmcc.edu,https://fmcc.edu,,approx
,Nassau Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ncc.edu,https://ncc.edu,,approx
,Suffolk County Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://www3.sunysuffolk.edu,https://www3.sunysuffolk.edu,,approx
,Asheville-Buncombe Technical Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://abtech.edu,https://abtech.edu,,approx
,Carteret Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://carteret.edu,https://carteret.edu,,approx
,Davidson County Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://davidsonccc.edu,https://davidsonccc.edu,,approx
,Haywood Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://haywood.edu,https://haywood.edu,,approx
,Mitchell Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://mitchellcc.edu,https://mitchellcc.edu,,approx
,Roanoke-Chowan Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://roanokechowan.edu,https://roanokechowan.edu,,approx
,Wilson Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://wilsoncc.edu,https://wilsoncc.edu,,approx
,Chatfield College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://chatfield.edu,https://chatfield.edu,,approx
,Hocking College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://hocking.edu,https://hocking.edu,,approx
,Owens Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://owens.edu,https://owens.edu,,approx
,Connors State College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://connorsstate.edu,https://connorsstate.edu,,approx
,Seminole State College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sscok.edu,https://sscok.edu,,approx
,Columbia Gorge Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://cgcc.cc.or.us,https://cgcc.cc.or.us,,approx
,Treasure Valley Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://tvcc.cc,https://tvcc.cc,,approx
,Harcum College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://harcum.edu,https://harcum.edu,,approx
,Pennsylvania Institute of Technology,USA,Pennsylvania,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://pit.edu,https://pit.edu,,approx
,Central Carolina Technical College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://cctech.edu,https://cctech.edu,,approx
,Piedmont Technical College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ptc.edu,https://ptc.edu,,approx
,Kilian Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kilian.edu,https://kilian.edu,,approx
,Columbia State Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://columbiastate.edu,https://columbiastate.edu,,approx
,Southwest Tennessee Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://southwest.tn.edu,https://southwest.tn.edu,,approx
,Cedar Valley College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://cedarvalleycollege.edu,https://cedarvalleycollege.edu,,approx
,Del Mar College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://delmar.edu,https://delmar.edu,,approx
,Houston Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://hccs.edu,https://hccs.edu,,approx
,Lee College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://lee.edu,https://lee.edu,,approx
,Panola College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://panola.edu,https://panola.edu,,approx
,Texas State Technical College-Harlingen,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://harlingen.tstc.edu,https://harlingen.tstc.edu,,approx
,Weatherford College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://wc.edu,https://wc.edu,,approx
,Dabney S Lancaster Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://dslcc.edu,https://dslcc.edu,,approx
,New River Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nr.edu,https://nr.edu,,approx
,Southwest Virginia Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sw.edu,https://sw.edu,,approx
,Big Bend Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://bigbend.edu,https://bigbend.edu,,approx
,Highline Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://highline.edu,https://highline.edu,,approx
,Spokane Falls Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://spokanefalls.edu,https://spokanefalls.edu,,approx
,Eastern West Virginia Community and Technical College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://eastern.wvnet.edu,https://eastern.wvnet.edu,,approx
